company,function,title,count,people
Meta,Energy & Utilities,Energy Manager - Commercial Energy Team,1,Ryan Barry
Meta,Energy & Utilities,Energy Manager on assignment @ Meta,1,Kyla Aiuto
Meta,Energy & Utilities,"Energy Manager, Power Supply",1,Chris Nagle
Meta,Energy & Utilities,Energy Strategy Manager,1,John DeAngelis
Meta,Energy & Utilities,Energy Strategy Research Lead,1,Nkiruka Avila
Meta,Energy & Utilities,Head of Data Center Power Delivery,1,Shivam Sharma
Meta,Energy & Utilities,Head of Data Center Power Supply,1,John Sterling
Meta,Energy & Utilities,Head of Global Energy,1,Urvi Parekh
Meta,Energy & Utilities,Head of Renewable Energy Asset Management,1,Lee Connor
Meta,Energy & Utilities,"Head of Renewable Energy, East",1,Carolyn C.
Meta,Energy & Utilities,"Manager, Energy Analytics",1,Xiaojing Sun
Meta,Energy & Utilities,"Program Manager, Energy",1,Nate Schuster
Meta,Energy & Utilities,Renewable Energy Manager,1,Abe Gausepohl
Meta,Energy & Utilities,Vice President Energy & Sustainability,1,Nat Sahlstrom
Meta,Operations & Facilities,"Geo Manager, Data Center Facility Operations - EMEA",1,Henrik Grönlund
Meta,Operations & Facilities,Global Leased Facilities Operations Director,1,Thomas Wayne Busey
Meta,Operations & Facilities,Head of Facility Operations Apac,1,Carie Y.
Meta,Operations & Facilities,"Head of Global Operations, SiteOps (US East, EMEA, APAC)",1,Niall McEntegart
Meta,Operations & Facilities,"Sr. Director, Facility Operations and Services North America, Meta",1,Elisabeth Arslaner
Meta,Operations & Facilities,"VP, Global Data Center Facility Operations at Meta",1,Robert Hennegan
Meta,Pre-Construction & Cost,Preconstruction Manager,3,Devender Kainth; Swaroop Mohanlal; Zachary Howard
Meta,Pre-Construction & Cost,Data Center Preconstruction Manager,1,Vandad Mazarei
Meta,Pre-Construction & Cost,Deployment Strategy - Senior Global Strategic Cost Lead,1,Jeremy Bray
Meta,Pre-Construction & Cost,"Director - Global Program Development - Preconstruction, Planning, Contracts, Controls - Data Center",1,John Curcio
Meta,Pre-Construction & Cost,"Director, Global Preconstruction",1,Keith Payne
Meta,Pre-Construction & Cost,Estimating Manager,1,Marc Zimmerman
Meta,Pre-Construction & Cost,Estimating Preconstruction Manager,1,Jaquay Rogers
Meta,Pre-Construction & Cost,"Geographical Manager, Pre-construction - Data Center Engineering & Construction",1,Zack Slavin
Meta,Pre-Construction & Cost,New Regions Preconstruction Deployment Manager,1,Ian Mincey
Meta,Pre-Construction & Cost,Preconstruction & Planning Lead (Execution Manager) – Data Center Infrastructure,1,Divya Dixit
Meta,Pre-Construction & Cost,Preconstruction Manager for Estimating,1,Nathan Lee
Meta,Sales & Leasing,Datacenter Leasing Lead,1,Daniel Harrington
Meta,Sales & Leasing,Director | Strategic Sourcing and Commercial Strategy,1,Pauline T.
Meta,"Strategy, Finance & Investment",Data center - Capacity Planning & Deployment Strategy,1,Vineetha Gambhir
Meta,"Strategy, Finance & Investment",Data Center Deployment Strategy Leader @Meta,1,Naeem Dogar
Meta,"Strategy, Finance & Investment",Data Center Infrastructure Strategy,1,Kevin Janda
Meta,"Strategy, Finance & Investment","Director, Infrastructure Strategy and Planning",1,Tejas Sukhadia
Meta,"Strategy, Finance & Investment",Edge Policy & Strategy - Europe,1,Ian Cleary
Meta,"Strategy, Finance & Investment",Global Head of Location Strategy,1,Ejiofor Okoye
Meta,"Strategy, Finance & Investment",Infrastructure Data Center Strategy at Meta,1,Dan Foster
Meta,"Strategy, Finance & Investment","Manager, Portfolio Strategy",1,Sarah Pittz
Meta,"Strategy, Finance & Investment","Water Lead, Strategy & Analytics",1,Daylen Smith
Meta,"Strategy, Finance & Investment",Water Program Manager - Data Center Portfolio Management,1,Claire Lin Inan
Meta,Unclassified,Water Manager,2,Christina C.; Lindsay Swain
Meta,Unclassified,(former) Product Manager,1,Yosra Altahan
Meta,Unclassified,Director,1,Pat Gammons
Meta,Unclassified,"Director, Global Data Center Capacity",1,Ramine Mansoori
Meta,Unclassified,"Director, Infrastructure",1,Aman Dulay
Meta,Unclassified,Infrastructure Industry & Market Intelligence,1,Katie Ballard-Bloomfield
Meta,Unclassified,"Vice President, Data Centers",1,Rachel Peterson
Meta,Unclassified,"Vice President, Infrastructure",1,Richard Miles
Meta,Unclassified,"Vice President, Infrastructure Data Centers",1,Thomas Furlong
Meta,Unclassified,"VP, Data Center Infrastructure",1,Jay Park
Meta,Unclassified,Water Stewardship Lead,1,Stefanie Woodward
Meta,Unclassified,Water Team Manager,1,Tom Birmingham
metrobloks,Development & Real Estate,Acquisitions,1,Jon Prater
metrobloks,Development & Real Estate,SVP Real Estate,1,Ryan Shea
metrobloks,Executive leadership,Founder & CEO,1,Ernest Popescu
MGAC,Construction & Delivery,Project Controls Manager,1,Cristina Rosales
MGAC,Construction & Delivery,Senior Project Controls Manager,1,Juanita Pizer
MGAC,Pre-Construction & Cost,Associate Director,1,Mike Etherton
Michael Baker International,Construction & Delivery,Project Manager,6,Greg Mayo; Olga Shevchenko; Paul Murphy; Sarah Houghland; Scott Pruzin; Tracey Raszewski
Michael Baker International,Construction & Delivery,Project Controls Specialist IV,1,Misbah Mahmood
Michael Baker International,Construction & Delivery,Project Manager III,1,Paul Peck
Michael Baker International,Construction & Delivery,Sr Project Manager,1,Reynold D. Peterson
Michael Baker International,Design & Engineering,Civil Engineer,3,Alexander Froning; Carlos Martinez; Jacqueline Kim
Michael Baker International,Design & Engineering,Associate Civil Engineer,1,Nicholas Sidor
Michael Baker International,Design & Engineering,Civil Engineer - Water,1,Ben Irvin
Michael Baker International,Design & Engineering,Civil Engineer III - Aviation,1,"Josh Steininger, PE"
Michael Baker International,Design & Engineering,Senior Civil Technical Specialist/ Manager,1,Jason Wagner
Michael Baker International,Design & Engineering,Technical Manager - Civil,1,Ella Li
Michael Baker International,Design & Engineering,Water Department Manager | Water Resource Engineer,1,Kevin Doyle
Michael Baker International,Design & Engineering,Water Resources Engineer,1,Vatsal Gupta
Michael Baker International,Design & Engineering,Water/Wastewater Civil Associate Engineer I,1,Aya Zabara
Michael Baker International,Development & Real Estate,Civil Associate - Land Development,1,Luis F. Medina
Michael Baker International,Development & Real Estate,Civil Associate II - Land Development,1,Elona Odisho
Michael Baker International,Development & Real Estate,Civil Engineer - Land Development,1,Sean Brustuen
Michael Baker International,Development & Real Estate,Department Director Land Development and Public Works,1,James Haughey
Michael Baker International,Development & Real Estate,Department Manager of Land Development,1,Joshua Ruiz
Michael Baker International,Development & Real Estate,Project Manager - Land Development,1,Brian Stup
Michael Baker International,Unclassified,Civil Associate II,2,Sheryl Bermudez; Theodore Tran
Michael Baker International,Unclassified,Civil Associate,1,Leo Liu
Michael Baker International,Unclassified,Water Resources PM & Innovations Lead,1,Geoff Uhlemann
Microsoft,Construction & Delivery,Data Center Project Manager,4,Alex Bilbao; Igor Conceição; James Monteleone; Richard Mecksavanh
Microsoft,Construction & Delivery,Principal Program Manager,4,Fady Ibrahim; Johnny Key; Valeria Teran; julien Costagliola di Fiore
Microsoft,Construction & Delivery,Senior Program Manager,4,Bert Velasco; John O'sullivan; Jonathan David Willis; Kaiden Hein
Microsoft,Construction & Delivery,Site Director,3,Colm Coyle; Michael Divilly; Michael N. Trader
Microsoft,Construction & Delivery,Datacenter Program Manager,2,Charbele Caboclo; Jessika Lobo
Microsoft,Construction & Delivery,Lease Construction Manager,2,Jens Arheit; Karina Koga
Microsoft,Construction & Delivery,Program Manager,2,Cameron Rollins; Douglas F.
Microsoft,Construction & Delivery,Administrative Program Manager,1,Ana Cassago
Microsoft,Construction & Delivery,Apac Regional Transition Program Manager,1,Erick Tan
Microsoft,Construction & Delivery,Business Program Manager,1,Patrick Ng
Microsoft,Construction & Delivery,Construction Manager - Finland,1,Jyri Juvalainen
Microsoft,Construction & Delivery,Construction Programme Manager,1,Grant Baskett
Microsoft,Construction & Delivery,CVP Global EPC,1,Anthony Caracino
Microsoft,Construction & Delivery,Data Center Program Manager,1,Devanshi Shah
Microsoft,Construction & Delivery,Data Center Project Manager (DCPM),1,Carolina Rega
Microsoft,Construction & Delivery,Dcd Construction Project Manager,1,Daniel Billington
Microsoft,Construction & Delivery,DCD Project Construction Manager,1,Ryan D.
Microsoft,Construction & Delivery,DCPM - Data Center Project Manager,1,Carlos Loyo
Microsoft,Construction & Delivery,Director - Global Program Management,1,Vanessa Harris
Microsoft,Construction & Delivery,Director E2E Data Center Delivery - South Central US and LATAM,1,Jose Sanda
Microsoft,Construction & Delivery,Director of Construction,1,Stephen Kasson
Microsoft,Construction & Delivery,Director of Datacenter Delivery - East/South Europe,1,Niamh Hennessy
Microsoft,Construction & Delivery,"Director | Construction Lead – UK, Ireland & South Africa",1,Éanna Mcdarby
Microsoft,Construction & Delivery,Early Works Program Manager,1,Kirsten Davis
Microsoft,Construction & Delivery,EHS Process Safety Program Manager,1,Nam Pham
Microsoft,Construction & Delivery,LATAM Construction Supply Chain Sr. Manager - Data Center Infrastructure,1,Laura Camacho Leal
Microsoft,Construction & Delivery,Lease Construction Project Manager,1,Aaron O'Neill
Microsoft,Construction & Delivery,Metro Build Program Manager,1,Gular Baghiyeva
Microsoft,Construction & Delivery,"Principal PM, AGC Data Center Construction",1,Brian Cohrs
Microsoft,Construction & Delivery,"Principal, EMEA Construction Lead- Data center Devellopment",1,Cristina Alonso
Microsoft,Construction & Delivery,Principle Construction Manager,1,David Spillane
Microsoft,Construction & Delivery,Project Manager,1,Paula Ruiz Martinez
Microsoft,Construction & Delivery,"Regional Director, Datacentre Construction Build Management",1,John Shannon
Microsoft,Construction & Delivery,Senior Construction Programme Manager,1,Lamia Ouchfoun
Microsoft,Construction & Delivery,Senior Construction Project Manager,1,Christian Gagliardi
Microsoft,Construction & Delivery,Senior DC Construction Program Manager,1,Emin Alkhasov
Microsoft,Construction & Delivery,"Senior Director, EMEA Data Centre Construction Lead",1,Padraig Carton
Microsoft,Construction & Delivery,"Senior Director, EMEA Region Lead - Datacentre Lease Construction and Fit-Out",1,Mike Eytle
Microsoft,Construction & Delivery,Senior Program Manager - Water Positive,1,Paulina Concha Larrauri
Microsoft,Construction & Delivery,"Senior Program Manager, Carbon Reduction",1,Avi Allison
Microsoft,Construction & Delivery,Senior Project Manager - Strategic Missions & Technologies,1,Josué Molina
Microsoft,Construction & Delivery,Senior Water Program Manager,1,Russell Freda
Microsoft,Construction & Delivery,Sr. Business Program Manager - Data Center Facilities,1,Alejandra Romano
Microsoft,Construction & Delivery,"Sr. Director Construction, LATAM",1,Hugo Valle Herrera
Microsoft,Design & Engineering,Senior Civil Engineer,4,Austin Ajie; Brian Todd; Jake Stick; Joshua Calman
Microsoft,Design & Engineering,Fiber Delivery Engineer,2,Jeremy Phillips; Sheldon Brueske
Microsoft,Design & Engineering,Critical Environments Technical Program Manager,1,Louis L.
Microsoft,Design & Engineering,Data Center - Critical Environment Field Services Engineer,1,Militza García
Microsoft,Design & Engineering,Datacenter Engineering Design Manager Chile & Brazil,1,Carolina Espinoza Castillo
Microsoft,Design & Engineering,Datacenter Engineering Principal Site Due Diligence Project Manager,1,Daryl Riggins
Microsoft,Design & Engineering,"Director - EMEA, Data Centre Engineering",1,Victoria Marshall RIBA
Microsoft,Design & Engineering,Director of Architecture,1,Fabio Deo
Microsoft,Design & Engineering,Engineering Design Manager - LATAM,1,Beatriz Cárdenas
Microsoft,Design & Engineering,ITIM (Integration & Technical Infrasctructure Manager),1,William B
Microsoft,Design & Engineering,"MEP Director, EMEA Data Centre Engineering at Microsoft",1,Gary Reid
Microsoft,Design & Engineering,OSP Telecom Engineer,1,Kris Kobylski
Microsoft,Design & Engineering,Partner Data Center Engineering Technical Excellence,1,"Goran Versegi, PE"
Microsoft,Design & Engineering,"Principal Water Quality Engineer, Data Center Engineering",1,Diana Hasegan
Microsoft,Design & Engineering,Senior Site Due Diligence Design Manager,1,Dwain Jason Bartels II
Microsoft,Design & Engineering,Senior Technical Program Manager - End to End Datacenter Delivery - Microsoft CO+I,1,Ashley Campbell
Microsoft,Design & Engineering,"Senior Technical Program Manager, Datacenter Delivery",1,Jessica Albietz
Microsoft,Design & Engineering,Technical Program Manager,1,Lorne Hayward
Microsoft,Development & Real Estate,Site Acquisition Manager,5,Anne-Louise Hannon; Justyna Van Zwienen (Szymczak); Mariana Lopes; Shauna Mangan; Simba Makoni
Microsoft,Development & Real Estate,Land Development Manager,4,Alexis Pineda-Arciniega; Esa Suoninen; Jacob Teresi; Laura Reid
Microsoft,Development & Real Estate,Site Acquisition Director,3,Jeff Errington; Sarah Ward; Vladimiro Rinaldi
Microsoft,Development & Real Estate,Sr. Development Manager,3,Eric Ragde; Kyra Bruns; Melissa Kroskie
Microsoft,Development & Real Estate,Sr. Site Acquisition Manager,3,Jason T. Leehan; Natalie Nicol; Sinéad Martha O’Donnell
Microsoft,Development & Real Estate,Land Development and Permitting Program Manager,2,Anne Hessburg; Mike Stockwell
Microsoft,Development & Real Estate,Land Development Program Manager,2,Jennifer Guckin; Jonah Mills
Microsoft,Development & Real Estate,Land Project Manager,2,Ben Flajole; Grace Kang
Microsoft,Development & Real Estate,Senior Site Acquisition Manager,2,Hoi Key Tham; William Dedman
Microsoft,Development & Real Estate,(former) Data Center Regional Manager - Easements,1,Brian Boyter
Microsoft,Development & Real Estate,(former) Principal Land Development Manager,1,Joyce Herward
Microsoft,Development & Real Estate,(former) Site Acquisitions - Cloud Operations and Innovations,1,Vignesh Thangadurai
Microsoft,Development & Real Estate,"Acquisitions - Director Latin America Region, Infrastructure Planning & Acquisitions",1,Jorge Florez
Microsoft,Development & Real Estate,AMERS East Land Development Leadership,1,Christopher Silis
Microsoft,Development & Real Estate,APAC Land Acquisition Manager,1,Gloria Koay
Microsoft,Development & Real Estate,APAC Real Estate Portfolio Mgmt. for Cloud Infra Acquisition | Lease & Land Development,1,"Ye Chao, TING"
Microsoft,Development & Real Estate,"APAC Regional Director II, Site Acquisition & Portfolio",1,Suren Maheswaran
Microsoft,Development & Real Estate,APAC Site Acquisition Manager,1,Wai Cheng Ashley Lim
Microsoft,Development & Real Estate,Commercial Land Acquisition Manager - EMEA Region,1,Richard Petyt
Microsoft,Development & Real Estate,"CVP, Cloud Infrastructure Acquisition",1,Aditya Dalmia
Microsoft,Development & Real Estate,Data Center Land Development Manager,1,Edward Ruiz
Microsoft,Development & Real Estate,Development & Permitting Manager EMEA,1,Samira Kiefer Andersson
Microsoft,Development & Real Estate,Development Program Manager (APAC Data Centre Land Development),1,Wen Zhao Chewng
Microsoft,Development & Real Estate,Director - Land Acquisitions EMEA,1,Begona Cerdan
Microsoft,Development & Real Estate,Director AMERS Data Center Site Selection,1,Kevin Williams
Microsoft,Development & Real Estate,Director EMEA Land Strategy,1,Caroline Dr. Korch
Microsoft,Development & Real Estate,Director of Land Development,1,Morgan Ireland
Microsoft,Development & Real Estate,Director of Real Estate - Eastern US & Canada,1,Michael Shelton
Microsoft,Development & Real Estate,"Director Site Acquisition, Africa",1,Itoro Ema
Microsoft,Development & Real Estate,"Director, Datacenter Development Construction Scheduling",1,Michal Stark
Microsoft,Development & Real Estate,"Director, Datacenter Site Acquisition",1,Cecille Hong
Microsoft,Development & Real Estate,"Director, Global Development, Strategy and Governance",1,Allen Nichols
Microsoft,Development & Real Estate,"Director, Lease Site Acquisition - Datacenters (CO+I)",1,Regina Moyer
Microsoft,Development & Real Estate,"Director, Mergers & Acquisitions",1,Sonia Sahay
Microsoft,Development & Real Estate,"Director, Network Acquisition EMEA",1,Anis Bennani
Microsoft,Development & Real Estate,"Director, Site Acquisition & Portfolio",1,Katrina Rainey
Microsoft,Development & Real Estate,"Director, Site Acquisition and Portfolio - Middle East & Africa",1,Declan Moroney
Microsoft,Development & Real Estate,EMEA Land Development Property Manager,1,Conor Neilan
Microsoft,Development & Real Estate,EMEA Real Estate Development Manager,1,Otto Kerasidis
Microsoft,Development & Real Estate,EMEA Region Lead - Land Acquisition,1,Steven Gay
Microsoft,Development & Real Estate,EMEA Senior Site Acquisition Manager,1,Niko Laskaris
Microsoft,Development & Real Estate,"Hyperscaler, Cloud Infrastructure Planning and Acquisition",1,Wee Nee Lim
Microsoft,Development & Real Estate,Land Acquisition,1,Srishti Narang
Microsoft,Development & Real Estate,"Land Acquisition Subregional Lead, Northeast Asia and Oceania",1,Kenny Gan
Microsoft,Development & Real Estate,Land Acquisitions (Data Centers),1,Payton Reid
Microsoft,Development & Real Estate,Land Development & Permitting Program Manager,1,Rachel Irwing
Microsoft,Development & Real Estate,Land Development - Program Manager,1,Salomon Faz
Microsoft,Development & Real Estate,Land Development and Permitting Project Manager,1,Jackie Nickolaus
Microsoft,Development & Real Estate,Land Development Manager (secondment) - Data Centers,1,Fernando Turró Valls
Microsoft,Development & Real Estate,Land Development Water Program Manager,1,Nicole Feledy
Microsoft,Development & Real Estate,Lease Acquisition Manager,1,Christine McGowan
Microsoft,Development & Real Estate,Network Acquisition,1,David Mir
Microsoft,Development & Real Estate,Network Sourcing Engineer - Cloud Interconnection & Acquisitions (CI&A),1,Mike Brown
Microsoft,Development & Real Estate,Permitting Program Manager,1,Sanjana Jasti
Microsoft,Development & Real Estate,"Principal Corporate Counsel - Land Acquisition, Lease, and Business Development",1,Taylor Hicks
Microsoft,Development & Real Estate,Principal Land Acquisition Manager,1,Chris Irwin
Microsoft,Development & Real Estate,Principal Land Development Lead,1,Hoda Nia
Microsoft,Development & Real Estate,Principal Program Manager - Land Development,1,Hector Baez
Microsoft,Development & Real Estate,"Principal, Data Center Development",1,Andrea Sánchez-Horneros
Microsoft,Development & Real Estate,"Principal, Land Acquisition Manager",1,Serene Smart
Microsoft,Development & Real Estate,"Principal, Regional Director Site Acquisition",1,Elvira Van Bruggen
Microsoft,Development & Real Estate,Program Manager - Global Datacenter Land Strategy,1,Abhijeet Shrivastava
Microsoft,Development & Real Estate,Real Estate Acquisition,1,Allen Thi
Microsoft,Development & Real Estate,Real Estate Acquisition Manager,1,Emilia Bocan
Microsoft,Development & Real Estate,Real Estate Acquisition Manager - EMEA Data Centers,1,Roger Evans
Microsoft,Development & Real Estate,Real Estate Analyst,1,Carson Sharpe
Microsoft,Development & Real Estate,Real Estate Development Manager,1,Nadiene McClain
Microsoft,Development & Real Estate,Real Estate Portfolio Manager,1,Rajat Jacob
Microsoft,Development & Real Estate,Regional APAC Director Data Centre land & pre construction development.,1,Ian Callan
Microsoft,Development & Real Estate,Regional Manager Data Center Development - Central West Europe & Africa,1,Kenneth Moore
Microsoft,Development & Real Estate,Regional Site Acquisition,1,Rebecca Tse
Microsoft,Development & Real Estate,Regional Site Acquisition Director,1,Leslie Nichols-Rage
Microsoft,Development & Real Estate,"Senior Acquisition Manager EMEA, CO&I",1,Katherine Dwyer
Microsoft,Development & Real Estate,Senior Construction Manager - Data Centre Development,1,Peter Herold
Microsoft,Development & Real Estate,Senior Development Manager,1,Vanessa Ryan
Microsoft,Development & Real Estate,"Senior Director, EMEA land development/permitting",1,Elena Rehman
Microsoft,Development & Real Estate,"Senior Director, Land Development AMERs",1,Sid Janga
Microsoft,Development & Real Estate,"Senior Director, site acquisition",1,Rawya Fares
Microsoft,Development & Real Estate,"Senior Director, Strategic Planning and Operations, Lease & Land Development",1,Neli Seem
Microsoft,Development & Real Estate,Senior Land Development Program Manager,1,Tyler Riegle
Microsoft,Development & Real Estate,"Senior Manager - Regional Asset Management, Cloud Infrastructure Acquisition",1,Tamara Flagg
Microsoft,Development & Real Estate,"Senior Manager, Acquisition",1,Louis Tong
Microsoft,Development & Real Estate,Senior Program Manager | C&AI; Cloud Infrastructure Acquisition (CIA),1,Kristina Lampert
Microsoft,Development & Real Estate,Senior Program Manager | Cloud Infrastructure Acquisition- Lease & Land Development,1,Jennifer Werlinger
Microsoft,Development & Real Estate,"Senior Program Manager, Site Acquisition - EMEA",1,Neelam Dhupar
Microsoft,Development & Real Estate,"Senior Real Estate Global Portfolio Manager, Operations and Performance, Lease & Land Development",1,Patricia A Franklin
Microsoft,Development & Real Estate,Senior Site Acquisition Manager Northern Europe Co+I (Cloud And Innovation),1,Carlotta Matteja
Microsoft,Development & Real Estate,Service Network Acquisition Manager,1,Sarah Tonks
Microsoft,Development & Real Estate,Site Acquisition,1,Stef Sutterfield
Microsoft,Development & Real Estate,"Site Acquisition and Portfolio Business Program Manager (APAC), Cloud Operations + Innovation (CO+I)",1,Edward Leong
Microsoft,Development & Real Estate,Site Acquisition Director / Principal,1,Ploychompu Srisa-an
Microsoft,Development & Real Estate,Site Acquisition Manager - AMER,1,Madelyn Gil Cruz
Microsoft,Development & Real Estate,Site Selection Manager,1,Joel Wong
Microsoft,Development & Real Estate,"Sr Business Program and Due Diligence Manager, Site Acquisition & Portfolio",1,Albert Rene Ibanez
Microsoft,Development & Real Estate,Sr Director - Data Center Acquisition,1,GP Mishra
Microsoft,Development & Real Estate,Sr Director Land Acquisition,1,AJ Steinbrecher
Microsoft,Development & Real Estate,Sr. Director - Strategic Acquisition Group Hyperscale/AI Infrastructure,1,Andreas Zoll
Microsoft,Development & Real Estate,Sr. Land Acquisition Manager,1,Ashley Kleis
Microsoft,Development & Real Estate,Sr. Land Acquisition Mgr,1,Mike Behn
Microsoft,Development & Real Estate,"Sr. Program Manager and Master Planner - CO+I, Infrastructure Planning and Acquisition",1,Samuel De Leon Caballero
Microsoft,Development & Real Estate,Strategic Planning & Acquisition - APAC & Middle East,1,Navjit (Nav) Singh
Microsoft,Development & Real Estate,"Technical Program Manager, Site Acquisition & Portfolio",1,Lai Poh Jian
Microsoft,Energy & Utilities,Renewable Energy Asset Manager,2,Donte Bell; Pedro D.
Microsoft,Energy & Utilities,"Senior Director, Energy Partnerships",2,Audrey Lee; Rob Schapiro
Microsoft,Energy & Utilities,Senior Energy Project Manager,2,Cristina Vilá Castro; María Jimena Córdoba
Microsoft,Energy & Utilities,(Global) Director Energy Policy,1,Mariah Kennedy
Microsoft,Energy & Utilities,Americas Energy & Sustainability Program Manager,1,Harlan Smouse
Microsoft,Energy & Utilities,Azure Core Director - Energy Strategics,1,John Westfall
Microsoft,Energy & Utilities,Corporate Vice President Energy & Resources Industry,1,Darryl Willis
Microsoft,Energy & Utilities,Director - Grid Utility Management and Power Efficiency,1,Sriram Ramesh
Microsoft,Energy & Utilities,Director Business Strategy: Sales Enablement - Energy & Resources,1,Rachel Hollander
Microsoft,Energy & Utilities,Director Carbon Free Energy Analytics,1,"Christopher Dall PE, CEng"
Microsoft,Energy & Utilities,"Director of Business Development, Sustainability and Energy",1,Brad Carlson
Microsoft,Energy & Utilities,"Director of Commercial Structuring, Nuclear, and Carbon-Free Energy",1,Patrick Taylor
Microsoft,Energy & Utilities,Director of Energy Markets,1,Emily Thomas Watt
Microsoft,Energy & Utilities,"Director of Energy Markets, Americas",1,Jeff Riles
Microsoft,Energy & Utilities,"Director of Energy Markets, Asia Pacific",1,Phuong Le
Microsoft,Energy & Utilities,"Director of Energy, APAC AI Data Center",1,Boseok Jin
Microsoft,Energy & Utilities,"Director of Global Category Management, Energy Products",1,Caitlin Savastano
Microsoft,Energy & Utilities,Director of Nuclear & Energy Innovations,1,P. Todd Noe
Microsoft,Energy & Utilities,"Director, Data & AI Specialist - Energy",1,Christopher Parker
Microsoft,Energy & Utilities,"Director, Energy Industry Advisory - Industry & Partner Sales",1,Maitri Erwin
Microsoft,Energy & Utilities,"Director, Energy Markets",1,Mark Jacobson
Microsoft,Energy & Utilities,"Director, Energy Markets (Europe, Middle East, Africa)",1,Patrik Öhlund
Microsoft,Energy & Utilities,Energy & Sustainability Project Manager,1,Alexis Cureton
Microsoft,Energy & Utilities,"Energy Markets & Commercial, Program Manager",1,Christopher Contos
Microsoft,Energy & Utilities,Energy Program Manager,1,Ryan Pfefferle
Microsoft,Energy & Utilities,"Manager, Energy Markets",1,Ryin Khandoker
Microsoft,Energy & Utilities,Power Infrastructure Project Manager,1,Wilson Velazquez
Microsoft,Energy & Utilities,Principal - Energy,1,Pablo Ovando
Microsoft,Energy & Utilities,"Program Manager, New Energy Markets Development",1,Kimberley Chong
Microsoft,Energy & Utilities,Renewable Energy,1,Tia Hansen
Microsoft,Energy & Utilities,Renewable Energy + Environmental Justice,1,Sabrina Huang
Microsoft,Energy & Utilities,"Senior Business Process Manager, Datacenter Energy",1,Mark Belfield
Microsoft,Energy & Utilities,"Senior Director, Energy Analytics",1,Stephanie Savage
Microsoft,Energy & Utilities,"Senior Director, Energy Markets",1,Brian Marrs
Microsoft,Energy & Utilities,Senior Energy Markets Program Manager,1,Jill Hailey
Microsoft,Energy & Utilities,"Senior Energy Program Manager, Nordics Energy Lead",1,Shannon Wojcik
Microsoft,Energy & Utilities,Senior Energy Systems Engineer,1,Patrick Palompo
Microsoft,Energy & Utilities,Senior Manager Substation,1,Michael Augustin
Microsoft,Energy & Utilities,"Senior Manager, Energy Markets",1,Luis Felipe Gonzalez
Microsoft,Energy & Utilities,"Senior PM, Energy Markets",1,Tyler Gibbs
Microsoft,Energy & Utilities,Senior Program Manager - Energy,1,Andres Michel
Microsoft,Energy & Utilities,"Senior Program Manager, Data Center Energy",1,Jordan Weiszhaar
Microsoft,Energy & Utilities,"Senior Program Manager, Energy",1,Angie Morales
Microsoft,Energy & Utilities,"Senior Program Manager, Energy Markets",1,Hannah Saltman
Microsoft,Energy & Utilities,Senior Project Manager of Energy Development,1,Stephanie Henley
Microsoft,Energy & Utilities,Senior Renewable Energy Program Manager,1,Rachel Ett
Microsoft,Energy & Utilities,"Senior, Energy Markets",1,Tyler Mauldin
Microsoft,Energy & Utilities,Sr Director Energy & Datacenter Research,1,Sean James
Microsoft,Energy & Utilities,Sr. Energy Markets Program Manager,1,Joshua Emeter
Microsoft,Energy & Utilities,"Strategic Account Director - U.S. Department of Energy, Federal Science & Research",1,Bryan Lopez
Microsoft,Energy & Utilities,"VP, Energy",1,Bobby Hollis
Microsoft,Executive leadership,General Manager of Data Center Central Operations,1,Kraig Knight
Microsoft,Executive leadership,General Manager of Global Energy Markets,1,Jim Collins
Microsoft,Executive leadership,"General Manager, EMEA EPC Leader",1,Alberto Riva
Microsoft,Executive leadership,"General Manager, Land Acquisition, Development & Community",1,Chris Sander
Microsoft,Executive leadership,"General Manager, Microsoft Data Centre Operations, EMEA Region",1,Eoin Doherty
Microsoft,"Legal, People & Support",Associate General Counsel,1,Cabrelle Abel
Microsoft,Operations & Facilities,Critical Environment Operations Manager,2,Alexandre G; Ian Weymouth
Microsoft,Operations & Facilities,Data Center Security Operations Manager,2,Felipe Ferro; Leonardo Silva
Microsoft,Operations & Facilities,Director Datacenter Operations,2,Brian Ro; Satoko Tsuchida
Microsoft,Operations & Facilities,"(former) Corporate Vice President EPC, Cloud Operations & Innovation",1,Jennifer Weitzel
Microsoft,Operations & Facilities,Critical Environment Ops,1,Pedro Morán
Microsoft,Operations & Facilities,Data Center Operations Manager,1,Bruno Lima
Microsoft,Operations & Facilities,Datacenter Operations Director | Microsoft,1,Waldir Campos
Microsoft,Operations & Facilities,"Director Datacentre Operations, Global - CO+I",1,Swati Mehra
Microsoft,Operations & Facilities,"Director of CE Operations, AGC",1,Ruben Aguilar
Microsoft,Operations & Facilities,Director of Execution & Operational Planning,1,Aaron Lee
Microsoft,Operations & Facilities,"GM, Datacenter Capacity Planning (Demand & Supply), Cloud Operations & Innovation",1,Suzanne O'Toole
Microsoft,Operations & Facilities,"GM, EMEA Data Centre Operations",1,Lavinia Morris
Microsoft,Operations & Facilities,"President, Cloud Operations + Innovation",1,Noelle Walsh
Microsoft,Operations & Facilities,Regional Director - Global Data Center Operations,1,Buddha Manandhar
Microsoft,Operations & Facilities,"Regional Director of Datacenter Operations, EMEA",1,Robert Innes
Microsoft,Operations & Facilities,Regional Director of Operations - Americas,1,Joseph Milner
